,"perplexity: 10, early_exaggeration: 4.0, learning_rate: 250, metric: correlation, init: pca", , 
,tSNE 1,tSNE 2,HDBSCAN label
IL7051-701-513,-31.92171287536621,6.669105052947998,13.0
IL7051-702-502,-26.090438842773438,1.228708028793335,13.0
IL7051-720-506,34.724327087402344,-22.88785171508789,17.0
IL7051-703-520,48.54288864135742,-1.2130578756332397,6.0
IL7051-705-502,-33.89885330200195,43.81937789916992,9.0
IL7051-727-506,38.09889602661133,-40.79016876220703,16.0
IL7051-704-520,33.57022476196289,32.776100158691406,8.0
IL7051-714-505,-64.22911834716797,6.444262504577637,3.0
IL7051-724-517,44.00712203979492,36.6968879699707,8.0
IL7051-705-508,11.510957717895508,-4.183044910430908,24.0
IL7051-705-505,-64.91034698486328,-0.3328230381011963,3.0
IL7051-714-502,33.35546875,49.77593231201172,5.0
IL7051-714-508,-23.473968505859375,13.922907829284668,14.0
IL7051-724-510,-4.5601911544799805,4.66019344329834,4.0
IL7051-710-513,-62.31114959716797,2.829021692276001,3.0
IL7051-728-511,50.54091262817383,31.82248878479004,8.0
IL7051-723-510,-0.6177077293395996,-23.926982879638672,25.0
IL7051-702-505,-3.115508794784546,4.055299758911133,4.0
IL7051-718-503,-13.203084945678711,-64.95425415039062,1.0
IL7051-719-521,-26.187028884887695,-24.787168502807617,10.0
IL7051-726-511,-57.48540496826172,-19.54705238342285,2.0
IL7051-704-515,-55.32383346557617,-22.135499954223633,2.0
IL7051-712-518,-29.77075958251953,3.126288414001465,13.0
IL7051-710-521,-4.165517330169678,3.6127421855926514,4.0
IL7051-721-511,-32.72623062133789,0.3184938132762909,13.0
IL7051-719-513,14.432080268859863,-23.441116333007812,29.0
IL7051-703-515,41.81354522705078,37.22386932373047,8.0
IL7051-724-503,40.634254455566406,-42.0659294128418,16.0
IL7051-727-518,5.79135799407959,-49.611854553222656,0.0
IL7051-706-507,3.715672492980957,20.39307403564453,12.0
IL7051-714-511,3.7037160396575928,19.04485321044922,12.0
IL7051-705-516,-57.49765396118164,-20.172542572021484,2.0
IL7051-728-508,31.984375,51.31489181518555,5.0
IL7051-702-516,13.515576362609863,11.924729347229004,7.0
IL7051-718-510,13.410918235778809,-23.709672927856445,29.0
IL7051-723-503,37.5530891418457,-40.12421798706055,16.0
IL7051-720-518,43.99634552001953,35.07008361816406,8.0
IL7051-728-502,-13.112826347351074,-58.83345031738281,1.0
IL7051-722-521,35.860347747802734,32.49814987182617,8.0
IL7051-726-508,22.583839416503906,45.547786712646484,20.0
IL7051-716-510,23.79337501525879,40.049034118652344,21.0
IL7051-727-520,-29.20246696472168,1.1297811269760132,13.0
IL7051-726-502,-4.234580039978027,-8.327577590942383,19.0
IL7051-720-520,45.99644088745117,-5.186497211456299,6.0
IL7051-729-518,43.97362518310547,-1.4913405179977417,6.0
IL7051-721-502,8.531951904296875,-47.73019790649414,0.0
IL7051-703-506,40.05548858642578,30.713411331176758,8.0
IL7051-721-508,24.52676773071289,-12.034599304199219,26.0
IL7051-722-513,17.34201431274414,13.131723403930664,7.0
IL7051-711-510,23.455066680908203,-12.186203956604004,26.0
IL7051-710-508,32.52186584472656,50.21769714355469,5.0
IL7051-720-510,21.9815616607666,40.71893310546875,21.0
IL7051-701-505,-34.544490814208984,46.932159423828125,9.0
IL7051-718-518,38.97854995727539,36.7118034362793,8.0
IL7051-711-520,-29.692462921142578,1.430396318435669,13.0
IL7051-710-502,45.55498504638672,28.793685913085938,8.0
IL7051-706-505,-31.131792068481445,5.948416233062744,13.0
IL7051-716-520,-18.013181686401367,19.46164321899414,14.0
IL7051-714-513,42.62596893310547,36.47468948364258,8.0
IL7051-727-510,3.190014123916626,21.60225486755371,12.0
IL7051-711-518,21.114578247070312,-13.445050239562988,26.0
IL7051-718-520,11.492020606994629,-26.52031707763672,28.0
IL7051-712-503,-34.74094772338867,47.569862365722656,9.0
IL7051-719-502,-61.59516906738281,-0.9196375608444214,3.0
IL7051-722-511,43.15581130981445,38.03093719482422,8.0
IL7051-719-508,-14.979641914367676,-61.61943054199219,1.0
IL7051-729-510,37.565677642822266,36.04110336303711,8.0
IL7051-716-518,20.91254234313965,-13.520158767700195,26.0
IL7051-715-503,-0.09896975010633469,-23.80916404724121,25.0
IL7051-728-513,43.71281051635742,34.17216491699219,8.0
IL7051-720-503,-66.9087142944336,4.024468898773193,3.0
IL7051-721-521,33.307071685791016,-42.434974670410156,16.0
IL7051-727-503,35.39719009399414,45.48956298828125,5.0
IL7051-705-507,27.774702072143555,-45.61941146850586,15.0
IL7051-724-518,-63.65345764160156,0.9224144220352173,3.0
IL7051-726-521,-4.631968021392822,4.207199573516846,4.0
IL7051-706-516,13.389674186706543,-22.00196075439453,29.0
IL7051-729-503,-7.392538547515869,-60.15009689331055,1.0
IL7051-722-502,0.13764110207557678,-3.0893678665161133,18.0
IL7051-728-521,-9.625897407531738,-65.40465545654297,1.0
IL7051-722-508,37.075889587402344,-45.5418701171875,16.0
IL7051-703-517,22.257596969604492,39.66668701171875,21.0
IL7051-721-513,37.22417068481445,-43.561702728271484,16.0
IL7051-712-510,45.27970504760742,31.06715202331543,8.0
IL7051-704-517,-24.993946075439453,-27.06867218017578,10.0
IL7051-726-513,0.1632051020860672,-4.9982590675354,18.0
IL7051-715-510,-53.98933792114258,-20.898527145385742,2.0
IL7051-707-506,14.867121696472168,14.081429481506348,7.0
IL7051-704-510,-30.81816864013672,7.966208457946777,13.0
IL7051-715-517,-34.89968490600586,45.039695739746094,9.0
IL7051-716-506,-62.813758850097656,1.4774011373519897,3.0
IL7051-711-506,48.8712272644043,38.80632019042969,8.0
IL7051-722-505,8.831277847290039,-49.23483657836914,0.0
IL7051-703-510,-10.37281608581543,-36.25777053833008,22.0
IL7051-719-516,-9.78320598602295,-61.80414581298828,1.0
IL7051-712-517,-0.6958725452423096,-3.9372665882110596,18.0
IL7051-714-507,-25.324230194091797,-25.256786346435547,10.0
IL7051-706-511,16.127897262573242,-17.176836013793945,27.0
IL7051-724-515,-1.463941216468811,-3.1810827255249023,18.0
IL7051-710-516,43.87993621826172,26.768260955810547,8.0
IL7051-701-511,38.29125213623047,-20.113744735717773,17.0
IL7051-723-515,-34.48822021484375,48.26795959472656,9.0
IL7051-705-521,22.017986297607422,44.90018081665039,20.0
IL7051-707-518,-2.612239360809326,-8.621322631835938,19.0
IL7051-726-507,-33.450477600097656,1.1058835983276367,13.0
IL7051-702-521,-17.787763595581055,15.280740737915039,14.0
IL7051-719-505,24.224395751953125,-11.695131301879883,26.0
IL7051-721-507,-25.12200927734375,47.8798713684082,9.0
IL7051-722-516,4.896083831787109,20.72713279724121,12.0
IL7051-711-515,-33.16471481323242,3.756342649459839,13.0
IL7051-706-502,-4.837491989135742,-8.210626602172852,19.0
IL7051-724-506,36.10255432128906,38.81937789916992,8.0
IL7051-707-520,14.32785701751709,14.405893325805664,7.0
IL7051-706-508,37.363468170166016,-21.5026912689209,17.0
IL7051-727-517,34.332275390625,50.019142150878906,5.0
IL7051-705-513,-7.754151821136475,-64.28193664550781,1.0
IL7051-718-515,-33.75926208496094,2.907099723815918,13.0
IL7051-720-517,45.63589096069336,-1.552150011062622,6.0
IL7051-701-508,-27.961008071899414,5.9085259437561035,13.0
IL7051-702-513,46.86149978637695,-0.9205719232559204,6.0
IL7051-728-507,-7.658782005310059,-34.94804382324219,22.0
IL7051-724-508,25.47406578063965,-11.165409088134766,26.0
IL7051-727-513,38.97910690307617,29.223777770996094,8.0
IL7051-714-510,-53.85183334350586,-19.63494873046875,2.0
IL7051-724-502,40.61579513549805,-44.49821853637695,16.0
IL7051-722-520,-60.78239440917969,2.88885760307312,3.0
IL7051-728-503,-4.123960971832275,-7.842010021209717,19.0
IL7051-723-502,38.89034652709961,-37.8782844543457,16.0
IL7051-701-506,-23.527999877929688,-25.162199020385742,10.0
IL7051-723-508,28.1759033203125,-48.12247085571289,15.0
IL7051-702-517,-2.2376677989959717,-9.062561988830566,19.0
IL7051-718-511,45.159019470214844,-2.581679105758667,6.0
IL7051-726-503,-56.445831298828125,-20.58730125427246,2.0
IL7051-727-521,-23.405914306640625,18.81675148010254,14.0
IL7051-716-511,18.43988037109375,12.740543365478516,7.0
IL7051-729-513,-52.311954498291016,-22.869190216064453,2.0
IL7051-711-511,-52.511497497558594,-20.210535049438477,2.0
IL7051-721-503,32.116111755371094,48.29444885253906,5.0
IL7051-724-511,-63.11463928222656,1.9177972078323364,3.0
IL7051-706-515,-61.88784408569336,0.05280134454369545,3.0
IL7051-714-503,22.044214248657227,45.888771057128906,20.0
IL7051-715-521,11.50396728515625,12.894055366516113,7.0
IL7051-710-518,49.02516555786133,31.91037368774414,8.0
IL7051-719-520,23.089683532714844,44.25861358642578,20.0
IL7051-718-502,38.39612579345703,29.007434844970703,8.0
IL7051-712-521,38.65605163574219,31.832462310791016,8.0
IL7051-723-511,-55.238285064697266,-22.267539978027344,2.0
IL7051-728-510,-15.74600887298584,-0.8790968060493469,-1.0
IL7051-707-505,15.399584770202637,-17.432649612426758,27.0
IL7051-716-508,-33.23247146606445,7.3245110511779785,13.0
IL7051-712-513,-3.3484978675842285,5.170651912689209,4.0
IL7051-711-508,-31.94547462463379,45.99799728393555,9.0
IL7051-721-510,-36.037940979003906,41.3858757019043,9.0
IL7051-719-518,35.747745513916016,-19.993059158325195,17.0
IL7051-710-520,-0.4311843514442444,-24.207923889160156,25.0
IL7051-711-502,34.87214660644531,49.277191162109375,5.0
IL7051-721-517,-55.28466033935547,-18.18492889404297,2.0
IL7051-719-515,-29.727876663208008,51.77674102783203,9.0
IL7051-703-513,-15.833399772644043,-0.7802245616912842,26.0
IL7051-722-506,-34.341129302978516,41.04167556762695,9.0
IL7051-711-505,-23.901111602783203,-23.953842163085938,10.0
IL7051-729-507,-8.603978157043457,-61.74532699584961,1.0
IL7051-707-502,-18.832242965698242,18.078800201416016,14.0
IL7051-706-520,-23.622177124023438,20.65785026550293,14.0
IL7051-707-508,40.40583801269531,-41.86690139770508,16.0
IL7051-726-517,8.374332427978516,-47.08378601074219,0.0
IL7051-703-521,38.45450210571289,-43.45171356201172,16.0
IL7051-702-503,-22.884262084960938,13.262125015258789,14.0
IL7051-720-507,13.769588470458984,16.22225570678711,7.0
IL7051-718-505,45.60105895996094,36.23201370239258,8.0
IL7051-701-518,3.1649460792541504,21.694190979003906,12.0
IL7051-723-516,11.100371360778809,-26.602039337158203,28.0
IL7051-728-517,-6.47501277923584,-62.328617095947266,1.0
IL7051-724-516,26.91499900817871,-46.83327865600586,15.0
IL7051-704-521,-34.0673713684082,41.893741607666016,9.0
IL7051-705-503,40.99976348876953,38.71074295043945,8.0
IL7051-706-518,-0.3402305543422699,-11.674571990966797,-1.0
IL7051-711-516,13.184324264526367,-25.432594299316406,28.0
IL7051-722-515,44.97034454345703,35.14261245727539,8.0
IL7051-719-506,40.83029556274414,33.00640106201172,8.0
IL7051-712-507,-11.031510353088379,-63.96843719482422,1.0
IL7051-710-506,-31.807540893554688,47.386573791503906,9.0
IL7051-723-505,20.92813491821289,41.91106033325195,20.0
IL7051-702-510,-28.103225708007812,52.50802993774414,9.0
IL7051-718-516,-24.69803237915039,-28.389684677124023,10.0
IL7051-705-510,37.86610412597656,-19.392684936523438,17.0
IL7051-714-517,40.22471237182617,32.831809997558594,8.0
IL7051-724-505,36.667381286621094,-21.378244400024414,17.0
IL7115-705-505,-26.554346084594727,-27.714479446411133,10.0
IL7115-714-502,25.821226119995117,40.618324279785156,-1.0
IL7115-710-513,-55.394351959228516,-18.507482528686523,2.0
IL7115-702-505,43.85287094116211,37.03316116333008,8.0
IL7115-718-503,-12.780946731567383,-34.39300537109375,22.0
IL7115-716-503,42.68788146972656,39.65681457519531,8.0
IL7115-711-503,-64.86758422851562,-0.39302387833595276,3.0
IL7115-719-513,41.92776870727539,-40.28964614868164,16.0
IL7115-703-515,-56.96277618408203,-17.59625816345215,2.0
IL7115-724-503,9.090849876403809,16.891822814941406,12.0
IL7115-705-516,-27.845518112182617,48.75304412841797,9.0
IL7115-702-516,34.3644905090332,50.34766387939453,5.0
IL7115-723-503,31.78990364074707,49.592567443847656,5.0
IL7115-728-502,35.54745864868164,-43.9557991027832,16.0
IL7115-726-502,-31.095239639282227,6.011902809143066,13.0
IL7115-704-506,42.001312255859375,32.72697830200195,8.0
IL7115-721-502,36.09922790527344,-39.496681213378906,16.0
IL7115-703-506,20.95623016357422,44.88179397583008,20.0
IL7115-722-513,-25.11847496032715,48.04472351074219,9.0
IL7115-712-506,-29.581457138061523,45.274261474609375,9.0
IL7115-721-505,-18.4096736907959,-18.354148864746094,11.0
IL7115-715-506,34.613006591796875,-19.88128089904785,17.0
IL7115-726-505,-27.75892448425293,-25.613574981689453,10.0
IL7115-720-515,-56.29074478149414,-23.36688804626465,2.0
IL7115-714-516,-65.55696105957031,1.7834800481796265,3.0
IL7115-721-516,-53.9439582824707,-18.322925567626953,2.0
IL7115-712-515,9.937684059143066,16.9221134185791,12.0
IL7115-726-516,40.68294906616211,-1.1155883073806763,6.0
IL7115-715-515,-20.876739501953125,19.154258728027344,14.0
IL7115-707-503,33.985042572021484,36.20859909057617,8.0
IL7115-728-516,-35.24068069458008,50.38359832763672,9.0
IL7115-720-506,-33.54017639160156,-0.3582473397254944,13.0
IL7115-727-506,7.005043983459473,23.62230110168457,12.0
IL7115-714-505,38.65858840942383,33.7932014465332,8.0
IL7115-706-513,15.989727973937988,13.03226375579834,7.0
IL7115-720-502,-66.23700714111328,2.5792319774627686,3.0
IL7115-702-506,38.234161376953125,34.72563934326172,8.0
IL7115-723-513,35.75753402709961,-22.830577850341797,17.0
IL7115-724-513,36.074134826660156,31.944196701049805,8.0
IL7115-727-502,40.92844009399414,-36.5833854675293,16.0
IL7115-705-506,-14.194055557250977,-63.882991790771484,1.0
IL7115-703-516,37.885169982910156,-37.83842468261719,16.0
IL7115-722-503,-4.743494510650635,-35.37739944458008,22.0
IL7115-704-516,21.820240020751953,44.10789489746094,20.0
IL7115-710-503,39.05710983276367,-40.90499496459961,16.0
IL7115-718-513,47.540130615234375,-1.7664427757263184,6.0
IL7115-702-515,33.080020904541016,49.83871078491211,5.0
IL7115-705-515,-14.098099708557129,-33.437984466552734,22.0
IL7115-711-513,-26.757652282714844,3.92941951751709,13.0
IL7115-703-505,-29.176042556762695,47.085243225097656,9.0
IL7115-719-503,45.12265396118164,34.603946685791016,8.0
IL7115-704-505,34.73661804199219,-38.46752166748047,16.0
IL7115-715-502,35.37796401977539,33.03176498413086,8.0
IL7115-726-506,7.649173736572266,-49.42790603637695,0.0
IL7115-707-513,-30.674545288085938,40.90026092529297,9.0
IL7115-721-506,40.98591232299805,31.63903045654297,8.0
IL7115-712-505,-32.773250579833984,52.11249923706055,9.0
IL7115-714-515,-13.62697696685791,-60.37419128417969,1.0
IL7115-706-503,14.420289039611816,10.479532241821289,7.0
IL7115-728-506,37.00440979003906,-19.676645278930664,17.0
IL7115-701-503,9.450706481933594,-49.30133056640625,0.0
IL7115-720-516,-28.599363327026367,2.321544647216797,13.0
IL7115-715-516,34.60334777832031,48.798397064208984,5.0
IL7115-726-515,-67.64146423339844,4.821836471557617,3.0
IL7115-712-516,5.906796455383301,-49.62166213989258,0.0
IL7115-721-515,39.232154846191406,-21.44209861755371,17.0
IL7115-714-506,6.63536262512207,21.107872009277344,12.0
IL7115-719-515,9.806163787841797,-48.03502655029297,0.0
IL7115-711-505,35.36302185058594,-21.84291648864746,17.0
IL7115-704-513,-17.175779342651367,-17.980056762695312,11.0
IL7115-702-503,28.584033966064453,-47.450618743896484,15.0
IL7115-718-505,-35.924983978271484,46.78864669799805,9.0
IL7115-723-516,-11.769094467163086,-60.443153381347656,1.0
IL7115-710-515,-51.132835388183594,-22.767961502075195,2.0
IL7115-724-516,18.61123275756836,11.909136772155762,7.0
IL7115-705-503,33.345523834228516,-20.931989669799805,17.0
IL7115-711-516,19.233203887939453,45.33218765258789,-1.0
IL7115-722-515,-22.22075080871582,-28.200101852416992,10.0
IL7115-719-506,31.605697631835938,1.7214127779006958,23.0
IL7115-716-516,34.49486541748047,35.39449691772461,8.0
IL7115-710-506,-29.76201820373535,49.21778106689453,9.0
IL7115-723-505,-55.07881546020508,-20.453441619873047,2.0
IL7115-718-516,-20.12059211730957,17.860197067260742,14.0
IL7115-724-505,-19.176618576049805,18.948986053466797,14.0
IL7115-724-502,-25.18532943725586,15.283902168273926,14.0
IL7115-706-506,42.832679748535156,32.52900314331055,8.0
IL7115-728-503,-7.518148899078369,-64.95158386230469,1.0
IL7115-723-502,41.5611572265625,-45.39507293701172,16.0
IL7115-701-506,41.548606872558594,31.452205657958984,8.0
IL7115-726-503,-14.956512451171875,-59.05083465576172,1.0
IL7115-707-516,7.099523544311523,19.904884338378906,12.0
IL7115-729-513,-63.49662399291992,3.960062026977539,3.0
IL7115-721-503,-17.1646728515625,-17.89023208618164,11.0
IL7115-706-515,-25.33126449584961,51.382198333740234,9.0
IL7115-714-503,2.580049753189087,18.705102920532227,12.0
IL7115-718-502,-36.88944625854492,49.9560546875,9.0
IL7115-701-515,-10.407020568847656,-62.00422668457031,1.0
IL7115-715-513,7.561748504638672,-48.06836700439453,0.0
IL7115-711-502,26.071460723876953,-45.8847541809082,15.0
IL7115-716-506,22.41240119934082,38.64518356323242,21.0
IL7115-711-506,-26.648334503173828,46.36359786987305,9.0
IL7115-722-505,-5.1857008934021,-33.12832260131836,22.0
IL7115-719-516,-62.56255340576172,3.5491867065429688,3.0
IL7115-724-515,47.65294647216797,28.202510833740234,8.0
IL7115-710-516,15.46553897857666,15.28292465209961,7.0
IL7115-718-506,-10.057388305664062,-35.790504455566406,22.0
IL7115-716-515,-28.409229278564453,-25.256799697875977,10.0
IL7115-704-503,-27.67217445373535,3.1578385829925537,13.0
IL7115-703-503,41.21955108642578,24.54728126525879,8.0
IL7115-719-505,-27.721744537353516,-27.90169334411621,10.0
IL7115-722-516,-32.69751739501953,44.56157684326172,9.0
IL7115-711-515,27.500205993652344,-47.22880554199219,15.0
IL7115-724-506,-30.108592987060547,43.690696716308594,9.0
IL7115-705-513,-31.50429344177246,44.0267219543457,9.0
IL7115-718-515,46.876773834228516,-3.4784774780273438,6.0
IL7115-723-506,38.91811752319336,27.44316291809082,8.0
IL7115-710-505,47.449554443359375,-1.5326422452926636,6.0
IL7115-701-505,42.48002624511719,34.451358795166016,8.0
IL7115-710-502,-14.572295188903809,-66.42597198486328,1.0
IL7115-706-505,33.93553924560547,38.627899169921875,8.0
IL7115-714-513,-23.13644790649414,16.60129165649414,14.0
IL7115-719-502,40.357059478759766,36.16816711425781,8.0
IL7115-707-515,-24.172300338745117,-30.277145385742188,10.0
IL7115-715-503,47.553226470947266,-0.5772557258605957,6.0
IL7115-728-513,35.6027946472168,48.47026443481445,5.0
IL7115-701-516,42.09196090698242,-41.95521926879883,16.0
IL7115-720-503,32.4539680480957,-40.54096984863281,16.0
IL7115-727-503,37.43619155883789,-23.260704040527344,17.0
IL7115-721-513,-26.475261688232422,-26.215740203857422,10.0
IL7115-726-513,-30.327423095703125,41.60721969604492,9.0
IL7115-707-506,-15.535626411437988,-58.19983673095703,1.0
N289Barcode_729-506,-28.309995651245117,46.851165771484375,9.0
N289Barcode_712-515,-35.34341049194336,3.4301600456237793,13.0
N289Barcode_726-516,13.434767723083496,14.222665786743164,7.0
N289Barcode_715-515,-30.855703353881836,48.45343780517578,9.0
N289Barcode_707-503,-24.10912322998047,12.195988655090332,14.0
N289Barcode_728-516,-23.545625686645508,12.531583786010742,14.0
N289Barcode_701-513,-63.300201416015625,4.083977222442627,3.0
N289Barcode_702-502,-21.609634399414062,23.025806427001953,14.0
N289Barcode_720-506,46.86241912841797,27.209259033203125,8.0
N289Barcode_705-502,10.395798683166504,-48.601863861083984,0.0
N289Barcode_727-506,39.68268585205078,-21.03350067138672,17.0
N289Barcode_714-505,-5.956111907958984,-36.50370407104492,22.0
N289Barcode_706-513,42.99943542480469,30.808401107788086,8.0
N289Barcode_721-505,19.862211227416992,42.88249588012695,20.0
N289Barcode_729-515,7.629513740539551,21.37603187561035,12.0
N289Barcode_716-517,-22.787485122680664,45.40337371826172,9.0
N289Barcode_715-506,-30.324914932250977,52.172447204589844,9.0
N289Barcode_726-505,-25.43412208557129,15.880852699279785,14.0
N289Barcode_720-515,33.339717864990234,29.93954849243164,8.0
N289Barcode_728-505,6.8946428298950195,19.681177139282227,12.0
N289Barcode_714-516,-33.3775520324707,49.841732025146484,9.0
N289Barcode_727-515,-20.131452560424805,15.56585693359375,14.0
N289Barcode_724-503,-62.29000473022461,5.4089155197143555,3.0
N289Barcode_705-516,-30.121570587158203,6.627366542816162,13.0
N289Barcode_702-516,12.78006649017334,11.23801040649414,7.0
N289Barcode_723-503,42.852386474609375,28.160085678100586,8.0
N289Barcode_728-502,-17.035266876220703,-19.060029983520508,11.0
N289Barcode_707-517,-31.044851303100586,5.444442272186279,13.0
N289Barcode_704-506,21.814695358276367,37.930885314941406,21.0
N289Barcode_721-502,34.47104263305664,35.57068634033203,8.0
N289Barcode_703-506,-11.543539047241211,-63.23493194580078,1.0
N289Barcode_722-513,-27.557979583740234,51.550315856933594,9.0
N289Barcode_705-505,45.231231689453125,-6.772450923919678,6.0
N289Barcode_714-502,-20.68885612487793,22.154699325561523,14.0
N289Barcode_710-513,34.45814895629883,-21.314794540405273,17.0
N289Barcode_718-503,-34.6319465637207,46.690155029296875,9.0
N289Barcode_704-515,13.344327926635742,12.785394668579102,7.0
N289Barcode_716-503,12.431302070617676,15.051019668579102,7.0
N289Barcode_719-513,-12.020085334777832,-61.387062072753906,1.0
N289Barcode_703-515,-23.128437042236328,11.429577827453613,14.0
N289Barcode_715-516,-55.49873352050781,-25.03512191772461,2.0
N289Barcode_726-515,-65.0451889038086,-1.5640039443969727,3.0
N289Barcode_712-516,9.287583351135254,-46.940284729003906,0.0
N289Barcode_721-515,31.181917190551758,-39.6169548034668,16.0
N289Barcode_729-505,4.829004764556885,21.243303298950195,12.0
N289Barcode_714-506,37.78400421142578,-18.228416442871094,17.0
N289Barcode_720-505,31.60689926147461,51.64519119262695,5.0
N289Barcode_728-515,37.06995391845703,34.669795989990234,8.0
N289Barcode_704-502,-59.453460693359375,-20.530521392822266,2.0
N289Barcode_726-506,37.60634231567383,30.461389541625977,8.0
N289Barcode_715-505,41.526283264160156,29.870290756225586,8.0
N289Barcode_707-513,-12.76531982421875,-62.66611099243164,1.0
N289Barcode_729-516,-32.22075653076172,44.114898681640625,9.0
N289Barcode_721-506,-17.08616065979004,16.378965377807617,14.0
N289Barcode_712-505,35.087642669677734,-41.51716232299805,16.0
N289Barcode_727-516,-12.99675178527832,-65.32221984863281,1.0
N289Barcode_714-515,22.275753021240234,39.634647369384766,21.0
N289Barcode_706-503,35.271934509277344,-40.6948127746582,16.0
N289Barcode_728-506,-52.21469497680664,-20.241806030273438,2.0
N289Barcode_720-516,-23.130882263183594,-27.918554306030273,10.0
N289Barcode_710-503,5.774726390838623,19.839305877685547,12.0
N289Barcode_718-513,-20.8486328125,16.248218536376953,14.0
N289Barcode_702-515,16.481367111206055,11.766639709472656,7.0
N289Barcode_711-513,-29.292049407958984,49.059173583984375,9.0
N289Barcode_719-503,7.076962471008301,23.578948974609375,12.0
N289Barcode_704-505,-26.07855224609375,50.98154830932617,9.0
N289Barcode_716-513,-26.46906280517578,-25.444812774658203,10.0
N289Barcode_720-502,16.360918045043945,11.974536895751953,7.0
N289Barcode_702-506,16.589670181274414,15.195728302001953,7.0
N289Barcode_723-513,-29.637271881103516,49.78169631958008,9.0
N289Barcode_706-517,-30.955289840698242,53.87452697753906,9.0
N289Barcode_724-513,38.91426086425781,-37.35872268676758,16.0
N289Barcode_703-516,-13.360344886779785,-57.661590576171875,1.0
N289Barcode_722-503,34.02548599243164,51.9403190612793,5.0
N289Barcode_729-502,-11.45756721496582,-60.07101058959961,1.0
N289Barcode_704-516,39.78704833984375,-44.881221771240234,16.0
N289Barcode_706-515,-18.473278045654297,17.85300636291504,14.0
N289Barcode_714-503,37.484413146972656,-20.52986717224121,17.0
N289Barcode_701-515,41.623626708984375,25.72611427307129,8.0
N289Barcode_707-505,-31.503860473632812,2.3039228916168213,13.0
N289Barcode_715-513,35.21834945678711,-39.21773910522461,16.0
N289Barcode_712-513,-24.904537200927734,-29.830780029296875,10.0
N289Barcode_711-502,19.288732528686523,11.703849792480469,7.0
N289Barcode_705-517,33.22001647949219,-42.471492767333984,16.0
N289Barcode_727-513,37.33515930175781,-19.779991149902344,17.0
N289Barcode_706-506,33.0689811706543,-38.259620666503906,16.0
N289Barcode_728-503,39.38282012939453,27.389238357543945,8.0
N289Barcode_701-506,36.3598518371582,29.65760040283203,8.0
N289Barcode_720-513,-17.152463912963867,-19.149276733398438,11.0
N289Barcode_726-503,16.67218589782715,10.305011749267578,7.0
N289Barcode_707-516,-22.39725685119629,19.99456024169922,14.0
N289Barcode_729-513,-26.49922752380371,5.584730625152588,13.0
N289Barcode_721-503,24.596342086791992,37.963623046875,21.0
N289Barcode_711-516,-8.934799194335938,-63.15801239013672,1.0
N289Barcode_722-515,32.38700485229492,-40.34945297241211,16.0
N289Barcode_719-506,-0.15020506083965302,-23.508411407470703,25.0
N289Barcode_716-516,0.03382665663957596,-23.08742332458496,25.0
N289Barcode_710-506,43.996185302734375,32.95119857788086,8.0
N289Barcode_723-505,1.0043035745620728,-4.170417308807373,18.0
N289Barcode_718-516,-18.48574447631836,-20.50979995727539,11.0
N289Barcode_714-517,-27.466358184814453,2.45131254196167,13.0
N289Barcode_724-505,18.970592498779297,45.603816986083984,-1.0
N289Barcode_719-515,-28.87273597717285,42.95804977416992,9.0
N289Barcode_703-513,15.863356590270996,14.492789268493652,7.0
N289Barcode_722-506,-54.59159851074219,-24.061004638671875,2.0
N289Barcode_711-505,42.35654067993164,29.3459529876709,8.0
N289Barcode_707-502,-13.608588218688965,-62.620689392089844,1.0
N289Barcode_716-505,-61.02375793457031,2.5748984813690186,3.0
N289Barcode_704-513,-11.897690773010254,-62.33815383911133,1.0
N289Barcode_718-505,-16.23064422607422,-62.91448974609375,1.0
N289Barcode_723-516,24.114871978759766,38.696048736572266,21.0
N289Barcode_710-515,-10.19707202911377,-33.19329071044922,22.0
N289Barcode_724-516,-29.257587432861328,39.649566650390625,9.0
N289Barcode_705-503,-28.84130096435547,4.092396259307861,13.0
N289Barcode_728-513,-7.206426620483398,-34.70516586303711,22.0
N289Barcode_701-516,-26.037748336791992,18.095312118530273,14.0
N289Barcode_720-503,14.909622192382812,9.315091133117676,7.0
N289Barcode_727-503,-60.632076263427734,1.4683153629302979,3.0
N289Barcode_706-516,-15.143210411071777,-1.4932610988616943,-1.0
N289Barcode_729-503,46.95145034790039,37.13287353515625,8.0
N289Barcode_703-517,7.615936756134033,-48.45777130126953,0.0
N289Barcode_704-517,32.92537307739258,-38.16572570800781,16.0
N289Barcode_726-513,15.668325424194336,13.526483535766602,7.0
N289Barcode_707-506,-19.273395538330078,-20.934585571289062,11.0
N289Barcode_701-505,27.545804977416992,-45.19325637817383,15.0
N289Barcode_710-502,-51.5798454284668,-19.190853118896484,2.0
N289Barcode_706-505,35.4656867980957,31.201366424560547,8.0
N289Barcode_712-503,-12.065455436706543,-62.12503433227539,1.0
N289Barcode_719-502,47.67253494262695,0.2879038155078888,6.0
N289Barcode_707-515,-29.962596893310547,50.07982635498047,9.0
N289Barcode_715-503,14.786362648010254,10.273648262023926,7.0
N289Barcode_704-503,-10.64803695678711,-58.95016098022461,1.0
N289Barcode_703-503,-53.701499938964844,-20.871896743774414,2.0
N289Barcode_719-505,16.703197479248047,10.684622764587402,7.0
N289Barcode_722-516,-51.44385528564453,-22.658111572265625,2.0
